Speed_ref,Speed,Current,Bus_voltage,PWM
2491.36,690.03,54.789,47.84,67.2
2491.36,705.67,53.647,48.83,68.2
2491.36,704.96,52.947,47.76,67.5
2491.36,720.68,55.343,48.22,69.6
2491.36,700.24,53.883,47.85,63.2
2491.36,700.25,53.515,47.07,65.4
2491.36,701.9,52.756,47.6,67.8
2491.36,715.68,54.295,47.25,69.4
2491.36,712.26,54.946,47.21,66.4
2491.36,703.75,53.81,47.51,65.0
2491.36,692.66,53.795,47.43,66.5
2491.36,707.82,52.715,46.89,69.4
2491.36,720.48,53.783,48.81,68.0
2491.36,737.58,52.794,47.75,71.8
2491.36,716.57,51.462,47.71,63.6
2491.36,723.06,52.121,47.57,65.8
2491.36,701.48,53.159,48.17,64.3
2491.36,686.12,53.522,48.6,64.6
2491.36,701.45,53.837,47.8,68.2
2491.36,702.84,52.62,47.56,66.8
2491.36,692.46,54.686,48.27,65.4
2491.36,711.42,55.584,47.43,71.3
2491.36,689.86,53.694,47.84,62.8
2491.36,665.74,52.713,48.12,62.6
2491.36,644.83,53.813,47.38,64.4
2491.36,662.91,55.363,46.39,69.0
2491.36,646.41,56.49,47.4,62.9
2491.36,671.06,53.595,47.81,69.4
2491.36,660.92,54.709,47.86,66.3
2491.36,675.06,53.362,48.07,70.0
2491.36,682.18,53.631,47.28,67.4
2491.36,666.28,53.778,48.37,64.0
2491.36,680.04,54.217,47.53,68.7
2491.36,664.52,53.664,47.93,62.4
2491.36,664.92,53.293,47.98,65.7
2491.36,672.82,53.587,46.79,67.3
2491.36,652.63,54.355,47.08,63.9
2491.36,666.0,53.299,46.93,68.2
2491.36,667.42,53.595,48.04,66.6
2491.36,676.11,55.994,47.33,67.4
2491.36,685.63,55.251,48.5,67.3
2491.36,677.44,52.98,47.55,65.2
2491.36,676.83,53.372,46.77,66.6
2491.36,689.13,52.914,47.12,68.3
2491.36,685.5,52.458,47.57,66.2
2491.36,681.51,54.719,47.81,64.8
2491.36,670.89,52.344,47.09,63.8
2491.36,669.7,54.844,47.81,65.9
2491.36,666.1,52.952,47.93,66.3
2491.36,674.67,53.918,47.13,68.3
2491.36,687.66,55.834,48.43,68.3
2491.36,675.78,54.026,47.29,64.9
2491.36,703.27,54.607,46.83,72.5
2491.36,724.46,55.212,46.6,71.2
2491.36,740.47,54.387,47.99,70.6
2491.36,735.79,52.09,47.47,68.1
2491.36,728.0,54.588,47.25,67.1
2491.36,735.74,52.508,46.71,68.3
2491.36,729.82,52.58,47.23,69.1
2491.36,720.2,53.135,48.7,66.4
2491.36,731.46,51.873,46.38,68.4
2491.36,748.47,53.306,47.09,70.0
2491.36,721.97,52.382,48.5,63.2
2491.36,719.18,52.078,48.13,66.5
2491.36,699.17,53.725,47.27,64.7
2491.36,703.93,54.915,47.53,68.9
2491.36,695.31,53.061,47.81,64.2
2491.36,697.93,55.343,47.59,65.7
2491.36,672.85,53.313,48.57,60.8
2491.36,680.64,52.931,47.61,68.7
2491.36,675.57,52.886,48.13,64.7
2491.36,682.38,55.847,47.6,66.3
2491.36,709.23,53.882,46.37,70.5
2491.36,700.42,53.327,46.94,65.3
2491.36,695.2,54.937,47.07,64.7
2491.36,705.94,54.9,47.35,67.4
2491.36,677.74,52.713,48.66,62.8
2491.36,678.53,55.269,47.67,67.2
2491.36,710.82,53.253,47.28,72.1
2491.36,707.13,54.65,48.11,67.1
2491.36,713.23,54.457,46.76,67.2
2491.36,729.45,53.764,47.2,68.4
2491.36,710.07,50.92,47.21,65.6
2491.36,715.49,52.779,47.66,68.1
2491.36,700.54,52.17,48.05,63.2
2491.36,732.76,52.993,47.62,70.6
2491.36,736.12,52.351,47.71,67.7
2491.36,718.19,51.88,47.4,64.1
2491.36,727.23,52.475,47.59,69.1
2491.36,727.09,52.599,47.08,66.8
2491.36,696.23,51.643,48.01,61.0
2491.36,693.09,52.923,47.29,65.3
2491.36,705.94,53.359,46.92,67.4
2491.36,735.27,53.003,47.36,71.8
2491.36,723.65,53.854,46.55,66.5
2491.36,729.89,51.657,48.17,68.8
2491.36,722.46,52.582,47.9,66.8
2491.36,728.13,54.131,47.66,67.1
2491.36,733.94,52.141,46.63,68.7
2491.36,738.51,52.732,47.12,67.7
2491.36,732.51,52.7,47.56,65.3
2491.36,724.12,53.861,47.39,65.9
2491.36,731.24,55.001,46.6,68.4
2491.36,720.79,54.263,46.85,66.3
2491.36,718.87,53.068,47.34,67.3
2491.36,706.2,51.744,46.93,64.3
2491.36,707.85,52.197,48.16,67.5
2491.36,731.21,54.14,47.67,69.2
2491.36,720.45,53.499,47.11,66.2
2491.36,721.68,54.329,48.06,67.4
2491.36,727.94,53.9,47.89,69.7
2491.36,694.63,53.609,47.8,61.5
2491.36,689.17,54.702,47.47,66.9
2491.36,691.95,54.141,47.37,65.9
2491.36,691.42,53.871,47.27,65.3
2491.36,699.76,52.703,46.78,68.4
2491.36,688.97,54.286,48.32,64.8
2491.36,681.86,54.947,47.34,63.3
2491.36,686.67,52.667,47.55,65.5
2491.36,704.7,55.058,46.93,70.5
2491.36,693.83,54.562,47.47,63.4
2491.36,677.81,54.238,49.08,61.4
2491.36,659.78,54.526,47.26,62.7
2491.36,675.24,55.042,48.18,68.3
2491.36,672.06,52.857,47.53,65.1
2491.36,684.5,54.683,47.83,67.2
2491.36,693.26,54.837,48.12,66.8
2491.36,723.97,54.675,47.5,71.3
2491.36,734.53,53.257,47.25,69.1
2491.36,743.87,53.688,47.35,68.7
2491.36,732.68,52.668,47.45,65.8
2491.36,742.42,54.518,48.38,68.3
2491.36,724.97,52.739,46.82,64.6
2491.36,729.17,53.698,46.63,66.2
2491.36,732.22,54.296,46.59,68.5
2491.36,757.72,53.493,46.88,72.5
2491.36,741.44,52.893,47.89,65.3
2491.36,719.27,52.95,47.95,64.2
2491.36,718.53,54.89,47.18,67.2
2491.36,725.2,54.245,47.46,67.7
2491.36,727.68,52.54,46.92,67.5
2491.36,733.4,52.838,46.92,68.8
2491.36,735.34,55.172,47.71,69.2
2491.36,745.03,55.259,47.93,69.7
2491.36,732.25,52.96,47.33,64.3
2491.36,695.53,52.613,48.49,60.8
2491.36,702.39,53.478,47.94,68.2
2491.36,707.44,53.501,48.28,67.1
2491.36,709.56,53.163,47.36,66.2
2491.36,687.2,53.718,48.38,62.7
2491.36,680.09,52.338,48.63,65.2
2491.36,687.2,52.809,47.28,67.1
2491.36,684.61,53.584,47.42,66.7
2491.36,715.68,52.588,46.86,72.1
2491.36,728.71,52.17,46.88,68.3
2491.36,716.27,53.045,47.0,64.6
2491.36,731.52,54.53,46.99,70.2
2491.36,740.08,54.284,47.54,70.0
2491.36,719.48,53.589,47.14,65.8
2491.36,715.84,53.033,47.58,67.9
2491.36,709.45,51.733,47.69,64.9
2491.36,700.44,53.92,47.25,67.3
2491.36,701.4,55.051,47.45,67.2
2491.36,671.89,54.286,47.42,60.7
2491.36,689.58,53.506,47.31,67.8
2491.36,700.68,54.622,47.08,67.2
2491.36,732.58,54.267,47.36,72.8
2491.36,722.38,54.253,47.23,65.6
2491.36,719.23,53.038,46.9,67.4
2491.36,709.85,52.875,47.82,65.9
2491.36,692.69,54.42,47.9,63.8
2491.36,705.25,52.865,48.07,66.3
2491.36,716.68,54.345,46.93,68.7
2491.36,707.02,53.725,47.3,65.4
2491.36,691.3,54.717,47.65,65.3
2491.36,705.87,54.12,47.16,69.6
2491.36,723.72,53.807,47.72,68.9
2491.36,718.5,53.283,47.81,64.7
2491.36,713.99,54.491,47.76,65.9
2491.36,712.13,53.146,48.26,65.6
2491.36,711.89,54.619,47.79,67.8
2491.36,704.36,51.835,47.63,64.9
2491.36,707.14,52.885,47.39,67.0
2491.36,707.74,54.067,47.44,66.6
2491.36,719.48,54.75,46.94,67.8
2491.36,716.14,52.987,46.58,67.7
2491.36,683.96,54.348,47.91,60.7
2491.36,695.48,53.142,48.06,68.2
2491.36,711.67,55.18,47.31,67.5
2491.36,696.17,55.559,48.34,65.2
2491.36,693.02,51.947,47.45,65.2
2491.36,691.53,52.562,46.5,67.6
2491.36,682.92,53.362,48.04,64.1
2491.36,729.86,55.515,47.03,74.2
2491.36,729.19,54.499,47.99,67.0
2491.36,696.06,51.507,47.02,61.4
2491.36,669.96,52.095,47.85,61.9
2491.36,696.77,52.21,46.97,70.9
2491.36,697.49,53.749,47.57,67.6
2491.36,698.41,53.881,47.86,67.4
2427.46,698.19,52.233,47.77,66.6
2427.46,694.74,53.217,47.56,65.9
2427.46,688.52,52.797,46.82,66.3
2427.46,690.66,52.926,47.87,66.4
2427.46,677.52,52.4,48.09,64.1
2427.46,691.97,53.5,46.89,69.7
2427.46,682.03,52.235,47.15,63.5
2427.46,670.21,50.4,48.14,63.4
2427.46,660.24,53.983,47.5,63.3
2427.46,675.6,55.878,47.02,68.2
2427.46,678.11,54.264,47.62,67.3
2427.46,670.74,51.655,47.23,65.1
2427.46,662.52,53.677,47.62,65.2
2427.46,661.06,53.22,47.3,66.4
2427.46,688.54,51.747,47.26,69.2
2427.46,668.2,53.149,48.15,63.4
2427.46,668.85,54.301,46.33,64.6
2427.46,677.63,52.711,47.74,68.0
2427.46,676.29,51.293,48.04,64.5
2427.46,680.99,52.841,47.16,67.7
2427.46,680.73,52.914,47.95,67.4
2427.46,683.65,53.024,47.02,66.5
2427.46,691.36,53.58,47.13,68.0
2427.46,698.59,53.617,47.09,67.4
2427.46,695.79,51.635,48.0,66.0
2427.46,725.32,52.94,46.51,70.6
2427.46,714.13,51.883,48.35,65.6
2427.46,723.77,54.348,47.37,66.0
2427.46,734.04,51.955,47.74,68.8
2427.46,720.38,53.072,47.74,67.6
2427.46,726.8,54.526,47.53,68.2
2427.46,710.06,52.173,47.33,62.4
2427.46,723.87,54.508,48.06,68.5
2427.46,732.96,54.205,47.19,68.3
2427.46,728.8,52.562,47.15,66.1
2427.46,710.46,52.573,48.04,63.2
2427.46,719.4,52.249,47.51,68.8
2427.46,723.36,52.05,48.14,67.8
2427.46,737.35,54.752,47.4,69.1
2427.46,721.56,51.346,47.23,64.9
2427.46,703.79,53.196,47.72,64.0
2427.46,686.59,54.376,47.36,63.8
2427.46,654.57,51.191,47.41,59.2
2427.46,656.02,53.257,48.0,64.0
2427.46,693.08,52.978,48.26,72.0
2427.46,705.15,53.608,47.35,67.6
2427.46,693.26,52.514,47.03,66.0
2427.46,709.21,52.889,47.31,70.3
2427.46,717.94,51.641,47.72,67.9
2427.46,715.74,52.673,47.67,65.2
2427.46,730.54,52.001,48.04,68.4
2427.46,718.06,50.909,47.9,64.3
2427.46,714.79,52.075,46.97,65.8
2427.46,714.55,52.251,47.23,67.5
2427.46,729.26,52.235,46.75,68.5
2427.46,700.53,52.718,48.22,61.7
2427.46,703.73,52.698,46.54,65.5
2427.46,704.94,54.034,46.91,64.9
2427.46,698.87,52.055,47.31,64.4
2427.46,712.73,51.81,47.76,67.5
2427.46,699.4,52.928,47.3,64.7
2427.46,703.31,51.323,47.3,67.4
2427.46,680.99,53.179,47.44,63.0
2427.46,659.71,51.674,47.71,62.6
2427.46,680.02,53.625,46.84,68.2
2427.46,710.55,53.464,46.87,71.9
2427.46,690.77,51.691,48.46,62.7
2427.46,671.24,52.545,47.8,63.3
2427.46,679.16,53.273,47.94,64.6
2427.46,680.35,56.217,47.53,66.7
2427.46,668.38,53.926,47.51,64.0
2427.46,667.12,53.28,47.73,66.6
2427.46,680.12,54.009,47.84,67.6
2427.46,707.42,54.292,47.79,71.1
2427.46,682.25,52.387,47.64,59.8
2427.46,668.2,53.519,48.08,63.4
2427.46,693.61,54.188,46.15,70.7
2427.46,688.22,53.06,48.0,64.7
2427.46,691.59,53.503,47.27,67.1
2427.46,679.27,52.147,47.87,63.6
2427.46,667.29,52.745,47.25,64.2
2427.46,671.72,53.298,46.86,66.0
2427.46,686.21,53.565,47.61,68.6
2427.46,712.74,53.21,46.59,71.8
2427.46,718.55,54.319,47.23,69.0
2427.46,707.09,53.578,47.13,65.6
2427.46,709.12,52.844,47.45,65.3
2427.46,699.39,52.606,47.94,65.4
2427.46,701.51,53.152,47.29,65.6
2427.46,706.45,52.579,47.63,67.4
2427.46,712.12,51.797,47.88,66.2
2427.46,721.25,52.05,47.18,67.2
2427.46,731.69,51.568,47.15,68.3
2427.46,727.91,53.036,48.17,67.3
2427.46,737.75,51.244,47.42,68.1
2427.46,754.02,53.843,47.67,69.5
2427.46,739.55,51.24,47.78,65.7
2427.46,714.75,53.233,47.04,62.1
2427.46,707.73,52.813,47.14,66.0
2427.46,693.86,51.95,47.77,63.9
2427.46,713.41,53.699,46.4,69.0
2427.46,712.1,52.747,47.42,65.7
2427.46,718.2,52.48,47.01,68.7
2427.46,692.7,53.403,48.18,62.4
2427.46,667.78,52.357,47.76,63.6
2427.46,650.81,55.051,48.22,62.6
2427.46,651.11,53.178,47.55,64.5
2427.46,661.66,54.673,47.41,67.7
2427.46,676.0,53.514,47.31,67.8
2427.46,698.68,53.802,47.16,69.8
2427.46,686.41,53.073,48.87,65.8
2427.46,688.8,52.278,47.94,65.4
2427.46,704.2,53.083,46.95,67.3
2427.46,685.73,51.714,49.0,60.8
2427.46,669.39,53.585,47.38,63.8
2427.46,697.23,53.483,47.58,69.4
2427.46,676.52,52.699,48.08,62.8
2427.46,690.51,51.911,46.71,67.3
2427.46,677.07,53.182,47.17,63.8
2427.46,665.52,54.136,48.4,64.0
2427.46,672.08,52.867,47.35,67.8
2427.46,672.14,53.755,47.99,66.9
2427.46,674.54,53.272,47.3,65.8
2427.46,660.49,54.398,47.55,63.6
2427.46,681.26,54.746,48.26,71.2
2427.46,695.12,52.57,47.72,66.6
2427.46,704.17,54.418,47.27,68.5
2427.46,732.59,52.198,47.0,72.1
2427.46,744.83,53.212,47.12,69.4
2427.46,741.72,51.915,48.07,68.4
2427.46,730.53,52.178,47.9,66.3
2427.46,742.76,51.681,46.84,69.4
2427.46,741.18,52.653,47.56,66.2
2427.46,737.5,52.86,47.44,67.5
2427.46,708.47,52.491,47.82,61.2
2427.46,697.16,53.135,47.31,63.0
2427.46,685.74,51.732,48.14,63.5
2427.46,670.52,51.866,47.58,64.0
2427.46,678.85,54.029,47.67,67.2
2427.46,646.18,52.222,47.32,59.7
2427.46,658.69,53.766,47.11,67.4
2427.46,654.88,52.821,48.88,65.0
2427.46,657.81,53.365,48.44,65.2
2427.46,650.58,53.712,47.53,64.6
2427.46,668.33,53.013,48.24,67.5
2427.46,646.79,52.081,48.28,60.9
2427.46,657.44,54.047,47.18,66.9
2427.46,683.6,54.898,47.06,69.3
2427.46,674.9,52.442,47.86,66.0
2427.46,695.04,55.61,47.54,69.6
2427.46,701.41,52.884,47.34,65.3
2427.46,686.88,53.404,47.93,64.3
2427.46,671.5,52.776,46.87,63.6
2427.46,645.85,54.465,47.74,60.6
2427.46,661.55,53.168,46.82,68.7
2427.46,673.13,53.918,46.85,68.2
2427.46,666.82,54.297,47.18,65.5
2427.46,669.49,53.04,47.64,67.9
2427.46,687.96,52.891,47.08,69.4
2427.46,689.35,52.856,46.9,66.3
2427.46,685.37,51.986,47.77,65.5
2427.46,662.38,52.853,48.37,62.6
2427.46,668.27,51.886,47.79,67.5
2427.46,662.45,52.653,48.51,63.0
2427.46,656.47,53.756,48.26,65.0
2427.46,659.83,52.342,47.26,66.6
2427.46,669.78,52.136,47.81,67.0
2427.46,686.07,51.248,47.37,69.5
2427.46,701.22,53.722,47.95,69.2
2427.46,714.2,53.688,47.35,70.1
2427.46,720.78,54.464,47.03,69.2
2427.46,690.43,51.219,48.35,61.2
2427.46,692.41,52.495,47.63,67.6
2427.46,676.46,52.062,47.24,64.3
2427.46,679.46,52.949,47.26,66.5
2427.46,673.34,51.432,47.21,65.0
2427.46,670.03,53.392,47.04,65.3
2427.46,671.49,53.708,47.25,67.1
2427.46,682.39,51.712,47.69,66.4
2427.46,686.62,52.753,47.56,65.8
2427.46,672.69,53.659,47.36,64.1
2427.46,649.77,51.922,48.4,61.4
2427.46,657.44,53.004,46.51,66.1
2427.46,659.71,54.219,47.65,66.9
2427.46,675.16,52.978,47.41,67.1
2427.46,690.71,53.735,46.97,68.1
2427.46,701.5,53.482,47.58,70.0
2427.46,691.5,54.291,47.44,65.0
2427.46,682.73,51.733,48.21,63.6
2427.46,693.32,52.95,47.89,68.1
2427.46,664.83,51.861,48.63,60.9
2427.46,693.57,53.057,47.12,71.1
2427.46,672.54,54.274,48.29,63.5
2427.46,695.21,55.687,46.81,70.3
2427.46,699.03,53.507,47.46,66.0
2427.46,691.62,53.178,47.32,64.8
2427.46,673.63,53.824,47.93,62.4
2427.46,664.92,51.899,47.86,64.2
2427.46,664.94,54.808,47.07,65.9
2427.46,660.99,53.082,47.87,65.2
2427.46,634.99,51.618,47.43,62.5
2427.46,653.57,54.591,47.04,68.3
2427.46,641.07,51.508,47.61,62.8
2427.46,653.04,53.437,46.71,68.5
2427.46,658.08,51.137,47.97,66.5
2427.46,683.04,52.079,47.35,70.7
2427.46,697.52,52.925,47.44,68.1
2427.46,710.92,53.399,47.36,69.8
2427.46,713.91,50.831,48.35,65.9
2427.46,737.23,53.553,48.15,70.4
2427.46,706.94,52.522,48.3,62.4
2427.46,710.71,53.069,47.44,67.1
2427.46,703.68,52.645,46.91,67.6
2427.46,682.46,53.873,47.62,62.4
2427.46,667.46,52.031,47.75,63.7
2427.46,662.86,53.847,47.98,64.1
2427.46,680.52,54.26,47.56,69.9
2427.46,704.42,52.398,46.92,69.0
2427.46,675.88,55.271,47.4,61.2
2427.46,669.27,50.753,47.27,64.0
2427.46,684.67,51.17,47.65,70.5
2427.46,685.06,54.463,47.8,66.0
2427.46,683.7,53.031,47.81,67.8
2427.46,667.99,53.344,47.72,64.2
2427.46,688.52,53.234,46.36,70.5
2427.46,687.56,52.628,46.64,66.6
2427.46,680.24,52.312,47.49,64.5
2427.46,683.77,53.831,47.53,67.2
2427.46,675.59,52.026,48.21,63.8
2427.46,680.03,53.324,47.49,68.4
2427.46,677.64,51.862,47.05,65.5
2427.46,669.47,52.82,47.87,65.3
2427.46,670.95,53.226,47.52,65.6
2427.46,696.85,53.474,47.16,71.3
2427.46,738.93,54.599,46.44,75.0
2427.46,745.8,51.127,47.54,66.7
2427.46,706.87,52.222,47.78,61.2
2427.46,682.6,51.737,47.08,64.0
2427.46,681.1,54.253,47.87,66.6
2427.46,666.16,52.443,47.94,62.9
2427.46,674.45,54.882,47.52,66.9
2427.46,683.72,53.92,47.47,68.0
2427.46,700.8,53.007,47.95,67.4
2427.46,701.93,50.839,47.72,65.4
2427.46,701.88,53.907,47.17,65.9
2427.46,664.87,49.939,47.59,60.5
2427.46,679.83,54.84,47.73,68.2
2427.46,700.14,52.286,46.45,67.7
2427.46,697.86,52.147,47.07,65.6
2427.46,697.72,52.785,47.85,66.5
2427.46,693.13,52.475,48.16,64.8
2427.46,674.58,52.047,48.13,62.5
2427.46,653.14,53.85,48.05,63.2
2427.46,675.6,53.536,47.52,68.2
2427.46,690.48,51.522,46.89,69.7
2427.46,679.92,53.211,47.47,64.3
2427.46,706.12,55.734,46.38,70.8
2427.46,699.39,53.107,48.19,65.2
2427.46,705.96,51.779,47.07,67.4
2427.46,726.68,52.133,47.18,68.3
2427.46,706.76,53.271,48.09,64.7
2427.46,709.78,51.735,46.63,68.8
2427.46,690.58,51.585,47.06,61.4
2427.46,685.31,53.936,47.67,65.5
2427.46,695.16,52.339,47.74,67.4
2427.46,706.7,53.729,47.43,67.7
2427.46,680.6,54.29,47.6,62.6
2427.46,701.64,53.349,48.03,70.2
2427.46,701.01,51.419,47.84,65.8
2427.46,693.84,52.87,47.77,66.1
2427.46,675.33,52.915,47.99,63.3
2427.46,665.75,54.506,47.4,64.9
2427.46,638.04,53.501,48.72,62.2
2427.46,653.49,53.809,46.31,67.8
2427.46,681.21,53.832,48.17,68.8
2427.46,665.43,53.398,48.07,62.6
2427.46,682.63,52.897,47.56,68.8
2427.46,671.39,51.391,47.62,63.9
2427.46,681.22,53.464,47.4,67.4
2427.46,694.95,53.107,48.03,67.2
2427.46,692.38,53.509,47.49,66.2
2427.46,699.34,54.141,47.14,66.5
2427.46,697.01,52.632,47.97,66.1
2427.46,697.79,52.653,48.31,66.1
2427.46,701.82,53.525,46.5,68.0
2427.46,685.79,52.282,48.8,62.6
2427.46,710.76,53.673,46.85,71.0
2427.46,698.25,52.498,47.13,62.9
2427.46,722.0,53.106,46.74,71.2
2427.46,710.91,53.055,47.57,64.3
2427.46,690.42,53.288,46.96,63.3
2427.46,681.51,53.122,46.96,65.3
2427.46,683.87,54.913,47.15,66.9
2427.46,675.88,51.408,47.6,65.7
2427.46,684.83,53.375,47.56,68.7
2427.46,669.63,53.159,48.23,63.1
2427.46,650.0,52.21,48.25,62.1
2427.46,640.83,52.57,48.11,63.5
2427.46,659.43,54.186,47.29,69.2
2427.46,669.79,53.019,46.51,68.9
2427.46,680.15,53.068,46.55,67.4
2427.46,691.73,53.704,47.97,68.1
2427.46,682.66,54.748,48.0,64.0
2427.46,697.84,52.925,47.15,67.9
2427.46,717.0,53.418,46.7,69.3
2427.46,705.43,52.703,46.99,66.2
2427.46,703.89,51.656,47.57,67.1
2427.46,701.88,51.503,47.61,66.0
2427.46,696.92,54.135,48.06,65.3
2427.46,700.68,52.901,47.32,65.1
2427.46,681.74,51.536,47.49,63.1
2427.46,679.31,53.261,48.11,65.0
2427.46,668.1,53.428,46.49,64.9
2427.46,676.83,50.814,47.63,67.8
2427.46,670.7,52.191,47.43,63.6
2427.46,670.31,52.797,47.91,65.0
2427.46,687.87,52.606,47.67,69.5
2427.46,705.07,52.216,47.07,69.5
2427.46,707.15,51.803,47.23,67.4
2427.46,711.06,51.264,46.32,67.7
2427.46,699.15,52.588,48.0,62.6
2427.46,713.94,54.386,47.55,69.1
2427.46,705.35,53.37,48.21,66.1
2427.46,695.3,52.873,47.39,63.7
2427.46,688.33,53.688,47.99,65.4
2427.46,680.2,51.328,46.97,66.4
2427.46,679.35,53.865,46.2,65.0
2427.46,687.0,54.631,47.44,67.1
2427.46,696.4,53.118,47.2,67.4
2427.46,690.74,54.94,47.01,65.5
2427.46,674.79,51.205,48.07,62.7
2427.46,669.62,51.168,48.19,63.9
2427.46,694.68,53.764,47.5,68.6
2427.46,710.56,53.916,47.33,69.3
2427.46,708.14,52.253,47.53,66.8
2427.46,720.16,52.923,47.1,69.2
2427.46,710.25,51.409,47.84,64.8
2427.46,709.62,51.539,46.74,66.4
2427.46,706.34,53.189,46.95,67.0
2427.46,731.07,52.209,46.95,71.8
2427.46,724.62,51.616,47.8,65.7
2427.46,691.01,52.232,47.51,61.5
2427.46,685.16,53.336,48.26,64.0
2427.46,675.34,53.656,47.93,65.8
2427.46,709.77,52.942,46.95,71.8
2427.46,703.05,54.099,47.87,65.0
2427.46,689.66,52.687,47.36,64.4
2427.46,689.74,53.209,47.77,65.4
2427.46,665.44,52.044,48.07,62.0
2427.46,643.4,52.899,48.25,60.1
2427.46,650.23,53.699,47.64,65.3
2427.46,639.98,54.469,48.43,62.4
2427.46,646.91,53.611,47.74,66.2
2427.46,640.91,52.335,47.66,63.6
2427.46,653.05,54.091,47.34,67.0
2427.46,665.32,53.745,47.13,68.5
2427.46,674.9,55.185,47.65,68.5
2427.46,673.23,52.009,47.64,63.8
2427.46,673.73,51.791,47.65,66.0
2427.46,687.5,53.91,47.71,67.7
2427.46,679.86,54.059,47.67,65.3
2427.46,673.52,53.257,48.55,65.4
2427.46,657.96,53.53,47.36,62.5
2427.46,664.28,54.108,47.74,65.8
2427.46,682.43,54.705,47.37,67.3
2427.46,701.75,53.088,46.18,69.5
2427.46,694.96,52.546,47.47,64.4
2427.46,679.7,52.119,47.11,64.1
2427.46,707.7,53.499,47.35,70.6
2427.46,710.92,52.013,47.48,66.8
2427.46,694.86,51.157,47.82,62.6
2427.46,691.06,53.188,47.25,66.3
2427.46,691.02,50.644,47.33,65.7
2427.46,705.37,54.181,47.8,68.4
2427.46,716.78,52.406,47.04,68.6
2427.46,723.38,53.762,46.54,68.0
2427.46,722.87,53.17,47.57,67.0
2427.46,723.11,54.409,48.05,66.1
2427.46,722.71,52.483,47.85,66.6
2427.46,706.13,49.351,47.65,64.6
2427.46,686.2,52.273,48.24,62.9
2427.46,684.35,52.31,48.05,66.5
2427.46,661.99,51.766,47.5,61.1
2427.46,660.61,52.269,47.69,64.5
2427.46,664.23,53.363,47.63,67.3
2427.46,660.67,54.678,47.51,65.0
2427.46,649.3,52.015,48.22,61.6
2427.46,674.48,54.064,47.36,69.0
2427.46,665.13,55.513,47.34,63.6
2427.46,678.87,53.226,46.16,68.3
2427.46,689.45,53.552,47.06,68.1
2427.46,684.62,55.338,46.85,66.3
2427.46,700.05,53.463,47.5,65.9
2427.46,707.39,52.48,46.82,68.3
2427.46,692.95,51.785,47.86,64.7
2427.46,714.12,54.757,47.96,69.7
2427.46,719.14,51.412,47.43,68.5
2427.46,709.98,53.776,47.05,65.2
2427.46,717.95,52.312,47.68,65.4
2427.46,709.0,53.105,48.47,65.9
2427.46,695.87,52.053,48.36,64.4
2427.46,704.77,52.062,46.78,67.3
2427.46,707.62,53.583,46.78,66.7
2427.46,735.06,52.865,46.5,71.6
2427.46,718.13,51.804,46.99,64.7
2427.46,715.03,53.534,47.65,66.0
2427.46,725.15,52.21,47.19,67.7
2427.46,736.73,53.323,46.97,70.2
2427.46,719.45,53.049,48.09,64.2
2427.46,688.18,53.098,47.92,61.7
2427.46,692.55,51.99,46.63,67.3
2427.46,688.21,52.3,48.05,64.7
2427.46,708.61,52.91,47.68,69.2
2427.46,680.66,51.562,47.85,63.9
2427.46,662.65,52.868,47.3,63.8
2427.46,681.72,53.441,47.38,67.4
2427.46,660.66,53.403,46.64,62.5
2427.46,666.84,52.746,47.96,65.7
2427.46,690.47,53.812,46.9,70.0
2427.46,690.72,53.011,47.05,67.0
2427.46,689.59,53.175,47.04,67.4
2427.46,700.25,54.513,48.36,67.9
2427.46,700.16,53.79,47.14,67.4
2427.46,678.65,52.326,48.1,62.4
2427.46,684.0,52.915,47.55,64.6
2427.46,711.87,52.65,46.95,71.3
2427.46,704.42,52.383,47.03,65.4
2427.46,702.08,53.179,47.22,65.6
2427.46,715.17,52.531,47.43,67.7
2427.46,727.64,54.197,47.76,68.1
2427.46,707.07,51.611,47.42,61.4
2427.46,690.13,52.977,47.4,61.6
2427.46,697.73,53.336,47.02,68.1
2427.46,694.57,52.97,46.91,66.4
2427.46,692.09,53.094,46.85,67.2
2427.46,674.81,52.458,48.17,60.9
2427.46,668.53,52.234,47.32,64.0
2427.46,676.09,52.238,47.28,66.6
2427.46,715.42,53.053,47.02,71.6
2427.46,693.39,52.027,47.45,63.1
2427.46,701.97,51.997,47.63,68.5
2427.46,694.06,53.976,47.26,66.5
2427.46,696.32,52.569,47.57,67.4
2427.46,686.98,52.11,48.24,65.6
2427.46,680.39,52.575,47.11,66.1
2427.46,677.08,52.509,47.37,63.8
2427.46,668.62,52.287,47.92,63.4
2427.46,658.28,52.61,48.37,62.6
2427.46,679.51,53.718,46.79,69.5
2427.46,691.0,52.511,46.58,68.8
2427.46,707.99,53.157,47.43,69.1
2427.46,716.23,53.902,47.41,67.9
2427.46,692.64,53.565,47.98,62.3
2427.46,707.75,53.43,47.68,69.8
2427.46,697.19,52.515,47.51,65.9
2427.46,670.73,51.504,48.19,61.3
2427.46,677.3,52.957,47.14,67.2
2427.46,698.49,55.315,47.51,70.0
2427.46,709.76,52.188,46.86,67.9
2427.46,696.16,53.851,47.56,64.1
2427.46,687.47,53.333,46.79,66.1
2427.46,689.26,52.725,46.93,67.0
2427.46,676.67,52.76,48.47,62.7
2427.46,685.41,54.632,46.54,68.1
2427.46,678.53,53.563,47.39,66.8
